filepath,emotion
processed_clips\28_clip_38.npz,Surprise
processed_clips\28_clip_39.npz,Surprise
processed_clips\28_clip_40.npz,Surprise
processed_clips\29_clip_0.npz,Proud
processed_clips\29_clip_1.npz,Proud
processed_clips\29_clip_2.npz,Proud
processed_clips\29_clip_3.npz,Proud
processed_clips\29_clip_4.npz,Proud
processed_clips\29_clip_5.npz,Proud
processed_clips\29_clip_6.npz,Proud
processed_clips\29_clip_7.npz,Proud
processed_clips\29_clip_8.npz,Proud
processed_clips\29_clip_9.npz,Proud
processed_clips\29_clip_10.npz,Proud
processed_clips\29_clip_11.npz,Proud
processed_clips\29_clip_12.npz,Proud
processed_clips\29_clip_13.npz,Proud
processed_clips\29_clip_14.npz,Proud
processed_clips\29_clip_15.npz,Proud
processed_clips\29_clip_16.npz,Proud
processed_clips\29_clip_17.npz,Proud
processed_clips\29_clip_18.npz,Proud
processed_clips\29_clip_19.npz,Proud
processed_clips\29_clip_20.npz,Proud
processed_clips\29_clip_21.npz,Proud
processed_clips\29_clip_22.npz,Proud
processed_clips\29_clip_23.npz,Proud
processed_clips\29_clip_24.npz,Proud
processed_clips\29_clip_25.npz,Proud
processed_clips\29_clip_26.npz,Proud
processed_clips\29_clip_27.npz,Proud
processed_clips\29_clip_28.npz,Proud
processed_clips\29_clip_29.npz,Proud
processed_clips\29_clip_30.npz,Proud
processed_clips\29_clip_31.npz,Proud
processed_clips\30_clip_0.npz,Proud
processed_clips\30_clip_1.npz,Proud
processed_clips\30_clip_2.npz,Proud
processed_clips\30_clip_3.npz,Proud
processed_clips\30_clip_4.npz,Proud
processed_clips\30_clip_5.npz,Proud
processed_clips\30_clip_6.npz,Proud
processed_clips\30_clip_7.npz,Proud
processed_clips\30_clip_8.npz,Proud
processed_clips\30_clip_9.npz,Proud
processed_clips\30_clip_10.npz,Proud
processed_clips\30_clip_11.npz,Proud
processed_clips\30_clip_12.npz,Proud
processed_clips\30_clip_13.npz,Proud
processed_clips\30_clip_14.npz,Proud
processed_clips\30_clip_15.npz,Proud
processed_clips\30_clip_16.npz,Proud
processed_clips\30_clip_17.npz,Proud
processed_clips\30_clip_18.npz,Proud
processed_clips\30_clip_19.npz,Proud
processed_clips\30_clip_20.npz,Proud
processed_clips\30_clip_21.npz,Proud
processed_clips\30_clip_22.npz,Proud
processed_clips\30_clip_23.npz,Proud
processed_clips\30_clip_24.npz,Proud
processed_clips\30_clip_25.npz,Proud
processed_clips\30_clip_26.npz,Proud
processed_clips\30_clip_27.npz,Proud
processed_clips\30_clip_28.npz,Proud
processed_clips\31_clip_0.npz,Surprise
processed_clips\31_clip_1.npz,Surprise
processed_clips\31_clip_2.npz,Surprise
processed_clips\31_clip_3.npz,Surprise
processed_clips\31_clip_4.npz,Surprise
processed_clips\31_clip_5.npz,Surprise
processed_clips\31_clip_6.npz,Surprise
processed_clips\31_clip_7.npz,Surprise
processed_clips\31_clip_8.npz,Surprise
processed_clips\31_clip_9.npz,Surprise
processed_clips\31_clip_10.npz,Surprise
processed_clips\31_clip_11.npz,Surprise
processed_clips\31_clip_12.npz,Surprise
processed_clips\31_clip_13.npz,Surprise
processed_clips\31_clip_14.npz,Surprise
processed_clips\31_clip_15.npz,Surprise
processed_clips\31_clip_16.npz,Surprise
processed_clips\31_clip_17.npz,Surprise
processed_clips\31_clip_18.npz,Surprise
processed_clips\32_clip_0.npz,Surprise
processed_clips\32_clip_1.npz,Surprise
processed_clips\32_clip_2.npz,Surprise
processed_clips\32_clip_3.npz,Surprise
processed_clips\32_clip_4.npz,Surprise
processed_clips\32_clip_5.npz,Surprise
processed_clips\32_clip_6.npz,Surprise
processed_clips\32_clip_7.npz,Surprise
processed_clips\32_clip_8.npz,Surprise
processed_clips\32_clip_9.npz,Surprise
processed_clips\32_clip_10.npz,Surprise
processed_clips\32_clip_11.npz,Surprise
processed_clips\32_clip_12.npz,Surprise
processed_clips\32_clip_13.npz,Surprise
processed_clips\32_clip_14.npz,Surprise
processed_clips\32_clip_15.npz,Surprise
processed_clips\32_clip_16.npz,Surprise
processed_clips\32_clip_17.npz,Surprise
processed_clips\32_clip_18.npz,Surprise
processed_clips\32_clip_19.npz,Surprise
processed_clips\33_clip_0.npz,Surprise
processed_clips\33_clip_1.npz,Surprise
processed_clips\33_clip_2.npz,Surprise
processed_clips\33_clip_3.npz,Surprise
processed_clips\33_clip_4.npz,Surprise
processed_clips\33_clip_5.npz,Surprise
processed_clips\33_clip_6.npz,Surprise
processed_clips\33_clip_7.npz,Surprise
processed_clips\33_clip_8.npz,Surprise
processed_clips\33_clip_9.npz,Surprise
processed_clips\33_clip_10.npz,Surprise
processed_clips\33_clip_11.npz,Surprise
processed_clips\33_clip_12.npz,Surprise
processed_clips\33_clip_13.npz,Surprise
processed_clips\33_clip_14.npz,Surprise
processed_clips\33_clip_15.npz,Surprise
processed_clips\33_clip_16.npz,Surprise
processed_clips\34_clip_0.npz,Joy
processed_clips\34_clip_1.npz,Joy
processed_clips\34_clip_2.npz,Joy
processed_clips\34_clip_3.npz,Joy
processed_clips\34_clip_4.npz,Joy
processed_clips\34_clip_5.npz,Joy
processed_clips\34_clip_6.npz,Joy
processed_clips\34_clip_7.npz,Joy
processed_clips\34_clip_8.npz,Joy
processed_clips\34_clip_9.npz,Joy
processed_clips\34_clip_10.npz,Joy
processed_clips\34_clip_11.npz,Joy
processed_clips\34_clip_12.npz,Joy
processed_clips\34_clip_13.npz,Joy
processed_clips\34_clip_14.npz,Joy
processed_clips\34_clip_15.npz,Joy
processed_clips\34_clip_16.npz,Joy
processed_clips\34_clip_17.npz,Joy
processed_clips\34_clip_18.npz,Joy
processed_clips\34_clip_19.npz,Joy
processed_clips\34_clip_20.npz,Joy
processed_clips\34_clip_21.npz,Joy
processed_clips\34_clip_22.npz,Joy
processed_clips\34_clip_23.npz,Joy
processed_clips\34_clip_24.npz,Joy
processed_clips\34_clip_25.npz,Joy
processed_clips\34_clip_26.npz,Joy
processed_clips\35_clip_0.npz,Proud
processed_clips\35_clip_1.npz,Proud
processed_clips\35_clip_2.npz,Proud
processed_clips\35_clip_3.npz,Proud
processed_clips\35_clip_4.npz,Proud
processed_clips\35_clip_5.npz,Proud
processed_clips\35_clip_6.npz,Proud
processed_clips\35_clip_7.npz,Proud
processed_clips\35_clip_8.npz,Proud
processed_clips\35_clip_9.npz,Proud
processed_clips\35_clip_10.npz,Proud
processed_clips\35_clip_11.npz,Proud
processed_clips\35_clip_12.npz,Proud
processed_clips\35_clip_13.npz,Proud
processed_clips\35_clip_14.npz,Proud
processed_clips\35_clip_15.npz,Proud
processed_clips\35_clip_16.npz,Proud
processed_clips\35_clip_17.npz,Proud
processed_clips\35_clip_18.npz,Proud
processed_clips\35_clip_19.npz,Proud
processed_clips\35_clip_20.npz,Proud
processed_clips\35_clip_21.npz,Proud
processed_clips\35_clip_22.npz,Proud
processed_clips\35_clip_23.npz,Proud
processed_clips\35_clip_24.npz,Proud
processed_clips\36_clip_0.npz,Surprise
processed_clips\36_clip_1.npz,Surprise
processed_clips\36_clip_2.npz,Surprise
processed_clips\36_clip_3.npz,Surprise
processed_clips\36_clip_4.npz,Surprise
processed_clips\36_clip_5.npz,Surprise
processed_clips\36_clip_6.npz,Surprise
processed_clips\36_clip_7.npz,Surprise
processed_clips\36_clip_8.npz,Surprise
processed_clips\36_clip_9.npz,Surprise
processed_clips\36_clip_10.npz,Surprise
processed_clips\36_clip_11.npz,Surprise
processed_clips\36_clip_12.npz,Surprise
processed_clips\36_clip_13.npz,Surprise
processed_clips\36_clip_14.npz,Surprise
processed_clips\36_clip_15.npz,Surprise
processed_clips\36_clip_16.npz,Surprise
processed_clips\36_clip_17.npz,Surprise
processed_clips\36_clip_18.npz,Surprise
processed_clips\36_clip_19.npz,Surprise
processed_clips\36_clip_20.npz,Surprise
processed_clips\36_clip_21.npz,Surprise
processed_clips\36_clip_22.npz,Surprise
processed_clips\36_clip_23.npz,Surprise
processed_clips\36_clip_24.npz,Surprise
processed_clips\36_clip_25.npz,Surprise
processed_clips\36_clip_26.npz,Surprise
processed_clips\36_clip_27.npz,Surprise
processed_clips\36_clip_28.npz,Surprise
processed_clips\36_clip_29.npz,Surprise
processed_clips\36_clip_30.npz,Surprise
processed_clips\36_clip_31.npz,Surprise
processed_clips\36_clip_32.npz,Surprise
processed_clips\36_clip_33.npz,Surprise
processed_clips\36_clip_34.npz,Surprise
processed_clips\36_clip_35.npz,Surprise
processed_clips\36_clip_36.npz,Surprise
processed_clips\37_clip_0.npz,Trust
processed_clips\37_clip_1.npz,Trust
processed_clips\37_clip_2.npz,Trust
processed_clips\37_clip_3.npz,Trust
processed_clips\37_clip_4.npz,Trust
processed_clips\37_clip_5.npz,Trust
processed_clips\37_clip_6.npz,Trust
processed_clips\37_clip_7.npz,Trust
processed_clips\37_clip_8.npz,Trust
processed_clips\37_clip_9.npz,Trust
processed_clips\37_clip_10.npz,Trust
processed_clips\37_clip_11.npz,Trust
processed_clips\37_clip_12.npz,Trust
processed_clips\37_clip_13.npz,Trust
processed_clips\37_clip_14.npz,Trust
processed_clips\37_clip_15.npz,Trust
processed_clips\37_clip_16.npz,Trust
processed_clips\37_clip_17.npz,Trust
processed_clips\37_clip_18.npz,Trust
processed_clips\37_clip_19.npz,Trust
processed_clips\37_clip_20.npz,Trust
processed_clips\37_clip_21.npz,Trust
processed_clips\37_clip_22.npz,Trust
processed_clips\37_clip_23.npz,Trust
processed_clips\37_clip_24.npz,Trust
processed_clips\37_clip_25.npz,Trust
processed_clips\37_clip_26.npz,Trust
processed_clips\37_clip_27.npz,Trust
processed_clips\37_clip_28.npz,Trust
processed_clips\37_clip_29.npz,Trust
processed_clips\37_clip_30.npz,Trust
processed_clips\38_clip_0.npz,Surprise
processed_clips\38_clip_1.npz,Surprise
processed_clips\38_clip_2.npz,Surprise
processed_clips\38_clip_3.npz,Surprise
processed_clips\38_clip_4.npz,Surprise
processed_clips\38_clip_5.npz,Surprise
processed_clips\38_clip_6.npz,Surprise
processed_clips\38_clip_7.npz,Surprise
processed_clips\38_clip_8.npz,Surprise
processed_clips\38_clip_9.npz,Surprise
processed_clips\38_clip_10.npz,Surprise
processed_clips\38_clip_11.npz,Surprise
processed_clips\38_clip_12.npz,Surprise
processed_clips\38_clip_13.npz,Surprise
processed_clips\38_clip_14.npz,Surprise
processed_clips\38_clip_15.npz,Surprise
processed_clips\38_clip_16.npz,Surprise
processed_clips\38_clip_17.npz,Surprise
processed_clips\38_clip_18.npz,Surprise
processed_clips\38_clip_19.npz,Surprise
processed_clips\38_clip_20.npz,Surprise
processed_clips\38_clip_21.npz,Surprise
processed_clips\38_clip_22.npz,Surprise
processed_clips\38_clip_23.npz,Surprise
processed_clips\38_clip_24.npz,Surprise
processed_clips\39_clip_0.npz,Proud
processed_clips\39_clip_1.npz,Proud
processed_clips\39_clip_2.npz,Proud
processed_clips\39_clip_3.npz,Proud
processed_clips\39_clip_4.npz,Proud
processed_clips\39_clip_5.npz,Proud
processed_clips\39_clip_6.npz,Proud
processed_clips\39_clip_7.npz,Proud
processed_clips\39_clip_8.npz,Proud
processed_clips\39_clip_9.npz,Proud
processed_clips\39_clip_10.npz,Proud
processed_clips\39_clip_11.npz,Proud
processed_clips\39_clip_12.npz,Proud
processed_clips\39_clip_13.npz,Proud
processed_clips\39_clip_14.npz,Proud
processed_clips\39_clip_15.npz,Proud
processed_clips\39_clip_16.npz,Proud
processed_clips\39_clip_17.npz,Proud
processed_clips\39_clip_18.npz,Proud
processed_clips\39_clip_19.npz,Proud
processed_clips\39_clip_20.npz,Proud
processed_clips\39_clip_21.npz,Proud
processed_clips\39_clip_22.npz,Proud
processed_clips\39_clip_23.npz,Proud
processed_clips\39_clip_24.npz,Proud
processed_clips\39_clip_25.npz,Proud
processed_clips\39_clip_26.npz,Proud
processed_clips\39_clip_27.npz,Proud
processed_clips\39_clip_28.npz,Proud
processed_clips\40_clip_0.npz,Surprise
processed_clips\40_clip_1.npz,Surprise
processed_clips\40_clip_2.npz,Surprise
processed_clips\40_clip_3.npz,Surprise
processed_clips\40_clip_4.npz,Surprise
processed_clips\40_clip_5.npz,Surprise
processed_clips\40_clip_6.npz,Surprise
processed_clips\40_clip_7.npz,Surprise
processed_clips\40_clip_8.npz,Surprise
processed_clips\40_clip_9.npz,Surprise
processed_clips\40_clip_10.npz,Surprise
processed_clips\40_clip_11.npz,Surprise
processed_clips\40_clip_12.npz,Surprise
processed_clips\40_clip_13.npz,Surprise
processed_clips\40_clip_14.npz,Surprise
processed_clips\40_clip_15.npz,Surprise
processed_clips\40_clip_16.npz,Surprise
processed_clips\40_clip_17.npz,Surprise
processed_clips\40_clip_18.npz,Surprise
processed_clips\40_clip_19.npz,Surprise
processed_clips\40_clip_20.npz,Surprise
processed_clips\40_clip_21.npz,Surprise
processed_clips\40_clip_22.npz,Surprise
processed_clips\40_clip_23.npz,Surprise
processed_clips\40_clip_24.npz,Surprise
processed_clips\40_clip_25.npz,Surprise
processed_clips\40_clip_26.npz,Surprise
processed_clips\40_clip_27.npz,Surprise
processed_clips\41_clip_0.npz,Proud
processed_clips\41_clip_1.npz,Proud
processed_clips\41_clip_2.npz,Proud
processed_clips\41_clip_3.npz,Proud
processed_clips\41_clip_4.npz,Proud
processed_clips\41_clip_5.npz,Proud
processed_clips\41_clip_6.npz,Proud
processed_clips\41_clip_7.npz,Proud
processed_clips\41_clip_8.npz,Proud
processed_clips\41_clip_9.npz,Proud
processed_clips\41_clip_10.npz,Proud
processed_clips\41_clip_11.npz,Proud
processed_clips\41_clip_12.npz,Proud
processed_clips\41_clip_13.npz,Proud
processed_clips\41_clip_14.npz,Proud
processed_clips\41_clip_15.npz,Proud
processed_clips\41_clip_16.npz,Proud
processed_clips\41_clip_17.npz,Proud
processed_clips\41_clip_18.npz,Proud
processed_clips\41_clip_19.npz,Proud
processed_clips\41_clip_20.npz,Proud
processed_clips\41_clip_21.npz,Proud
processed_clips\41_clip_22.npz,Proud
processed_clips\41_clip_23.npz,Proud
processed_clips\41_clip_24.npz,Proud
processed_clips\41_clip_25.npz,Proud
processed_clips\41_clip_26.npz,Proud
processed_clips\41_clip_27.npz,Proud
processed_clips\41_clip_28.npz,Proud
processed_clips\41_clip_29.npz,Proud
processed_clips\41_clip_30.npz,Proud
processed_clips\41_clip_31.npz,Proud
processed_clips\41_clip_32.npz,Proud
processed_clips\41_clip_33.npz,Proud
processed_clips\41_clip_34.npz,Proud
processed_clips\41_clip_35.npz,Proud
processed_clips\41_clip_36.npz,Proud
processed_clips\41_clip_37.npz,Proud
processed_clips\41_clip_38.npz,Proud
processed_clips\41_clip_39.npz,Proud
processed_clips\41_clip_40.npz,Proud
processed_clips\41_clip_41.npz,Proud
processed_clips\41_clip_42.npz,Proud
processed_clips\41_clip_43.npz,Proud
processed_clips\42_clip_0.npz,Proud
processed_clips\42_clip_1.npz,Proud
processed_clips\42_clip_2.npz,Proud
processed_clips\42_clip_3.npz,Proud
processed_clips\42_clip_4.npz,Proud
processed_clips\42_clip_5.npz,Proud
processed_clips\42_clip_6.npz,Proud
processed_clips\42_clip_7.npz,Proud
processed_clips\42_clip_8.npz,Proud
processed_clips\42_clip_9.npz,Proud
processed_clips\42_clip_10.npz,Proud
processed_clips\42_clip_11.npz,Proud
processed_clips\42_clip_12.npz,Proud
processed_clips\42_clip_13.npz,Proud
processed_clips\42_clip_14.npz,Proud
processed_clips\42_clip_15.npz,Proud
processed_clips\42_clip_16.npz,Proud
processed_clips\42_clip_17.npz,Proud
processed_clips\42_clip_18.npz,Proud
processed_clips\42_clip_19.npz,Proud
processed_clips\42_clip_20.npz,Proud
processed_clips\42_clip_21.npz,Proud
processed_clips\42_clip_22.npz,Proud
processed_clips\42_clip_23.npz,Proud
processed_clips\42_clip_24.npz,Proud
processed_clips\43_clip_0.npz,Anger
processed_clips\43_clip_1.npz,Anger
processed_clips\43_clip_2.npz,Anger
processed_clips\43_clip_3.npz,Anger
processed_clips\43_clip_4.npz,Anger
processed_clips\43_clip_5.npz,Anger
processed_clips\43_clip_6.npz,Anger
processed_clips\43_clip_7.npz,Anger
processed_clips\43_clip_8.npz,Anger
processed_clips\43_clip_9.npz,Anger
processed_clips\43_clip_10.npz,Anger
processed_clips\43_clip_11.npz,Anger
processed_clips\43_clip_12.npz,Anger
processed_clips\43_clip_13.npz,Anger
processed_clips\43_clip_14.npz,Anger
processed_clips\43_clip_15.npz,Anger
processed_clips\43_clip_16.npz,Anger
processed_clips\43_clip_17.npz,Anger
processed_clips\43_clip_18.npz,Anger
processed_clips\43_clip_19.npz,Anger
processed_clips\43_clip_20.npz,Anger
processed_clips\43_clip_21.npz,Anger
processed_clips\43_clip_22.npz,Anger
processed_clips\43_clip_23.npz,Anger
processed_clips\43_clip_24.npz,Anger
processed_clips\43_clip_25.npz,Anger
processed_clips\43_clip_26.npz,Anger
processed_clips\43_clip_27.npz,Anger
processed_clips\43_clip_28.npz,Anger
processed_clips\43_clip_29.npz,Anger
processed_clips\43_clip_30.npz,Anger
processed_clips\43_clip_31.npz,Anger
processed_clips\43_clip_32.npz,Anger
processed_clips\43_clip_33.npz,Anger
processed_clips\43_clip_34.npz,Anger
processed_clips\43_clip_35.npz,Anger
processed_clips\43_clip_36.npz,Anger
processed_clips\43_clip_37.npz,Anger
processed_clips\43_clip_38.npz,Anger
processed_clips\43_clip_39.npz,Anger
processed_clips\43_clip_40.npz,Anger
processed_clips\43_clip_41.npz,Anger
processed_clips\43_clip_42.npz,Anger
processed_clips\43_clip_43.npz,Anger
processed_clips\43_clip_44.npz,Anger
processed_clips\43_clip_45.npz,Anger
processed_clips\43_clip_46.npz,Anger
processed_clips\43_clip_47.npz,Anger
processed_clips\43_clip_48.npz,Anger
processed_clips\43_clip_49.npz,Anger
processed_clips\43_clip_50.npz,Anger
processed_clips\43_clip_51.npz,Anger
processed_clips\43_clip_52.npz,Anger
processed_clips\43_clip_53.npz,Anger
processed_clips\43_clip_54.npz,Anger
processed_clips\43_clip_55.npz,Anger
processed_clips\43_clip_56.npz,Anger
processed_clips\43_clip_57.npz,Anger
processed_clips\44_clip_0.npz,Surprise
processed_clips\44_clip_1.npz,Surprise
processed_clips\44_clip_2.npz,Surprise
processed_clips\44_clip_3.npz,Surprise
processed_clips\44_clip_4.npz,Surprise
processed_clips\44_clip_5.npz,Surprise
processed_clips\44_clip_6.npz,Surprise
processed_clips\44_clip_7.npz,Surprise
processed_clips\44_clip_8.npz,Surprise
processed_clips\44_clip_9.npz,Surprise
processed_clips\44_clip_10.npz,Surprise
processed_clips\44_clip_11.npz,Surprise
processed_clips\44_clip_12.npz,Surprise
processed_clips\44_clip_13.npz,Surprise
processed_clips\44_clip_14.npz,Surprise
processed_clips\44_clip_15.npz,Surprise
processed_clips\44_clip_16.npz,Surprise
processed_clips\44_clip_17.npz,Surprise
processed_clips\44_clip_18.npz,Surprise
processed_clips\44_clip_19.npz,Surprise
processed_clips\44_clip_20.npz,Surprise
processed_clips\44_clip_21.npz,Surprise
processed_clips\45_clip_0.npz,Joy
processed_clips\45_clip_1.npz,Joy
processed_clips\45_clip_2.npz,Joy
processed_clips\46_clip_0.npz,Surprise
processed_clips\46_clip_1.npz,Surprise
processed_clips\46_clip_2.npz,Surprise
processed_clips\46_clip_3.npz,Surprise
